family,species,tree,seq_id
Microvenatoraceae,Microvenator marinus,RF00174,"CP042467.1/4810281-4810154_CP042467.1_Microvenator_marinus_strain_V1718_chromosome,_complete_genome_RF00174"
Dissulfurirhabdaceae,Dissulfurirhabdus thermomarina,RF00174,"JAAGRR010000092.1/6624-6413_JAAGRR010000092.1_Dissulfurirhabdus_thermomarina_strain_DSM_100025_NODE_92_length_10442_cov_33.5137,_whole_genome_shotgun_sequence_RF00174"
Fibrobacteraceae,Fibrobacter sp. UWB4,RF00174,"MWQI01000007.1/165676-165885_MWQI01000007.1_Fibrobacter_sp._UWB4_NODE_7,_whole_genome_shotgun_sequence_RF00174"
Chitinivibrionaceae,Chitinivibrio alkaliphilus ACht1,RF00174,"ASJR01000001.1/44025-44188_Chitinivibrio_alkaliphilus_ACht1_contig00001,_whole_genome_shotgun_sequence._RF00174"
Sedimentisphaeraceae,Sedimentisphaera salicampi,RF00174,"CP021023.1/321410-321228_CP021023.1_Sedimentisphaera_salicampi_strain_ST-PulAB-D4_chromosome,_complete_genome_RF00174"
Akkermansiaceae,Akkermansiaceae bacterium,RF00174,"JACMMB010000327.1/7113-7238_JACMMB010000327.1_MAG:_Akkermansiaceae_bacterium_isolate_ES-bin-6_ES-bin-6-contig-k141_13069378,_whole_genome_shotgun_sequence_RF00174"
Limisphaeraceae,Limisphaera ngatamarikiensis,RF00174,"JAAKYA010000079.1/1048-1234_JAAKYA010000079.1_Limisphaera_ngatamarikiensis_strain_NGM72.4_VerNGM_NODE_207_len_114708_cov_47_477821.80,_whole_genome_shotgun_sequence_RF00174"
Rubritaleaceae,Rubritalea squalenifaciens DSM 18772,RF00174,"FQYR01000003.1/255421-255600_Rubritalea_squalenifaciens_DSM_18772_genome_assembly,_contig:_EJ93DRAFT_scaffold00002.2_RF00174"
Bryobacteraceae,Bryobacteraceae bacterium,RF00174,"JACMLA010000852.1/5326-5102_JACMLA010000852.1_MAG:_Bryobacteraceae_bacterium_isolate_ES-bin-282_ES-bin-282-contig-k141_13397070,_whole_genome_shotgun_sequence_RF00174"
Anaeromyxobacteraceae,Anaeromyxobacter diazotrophicus,RF00174,"BJTG01000008.1/261603-261805_BJTG01000008.1_Anaeromyxobacter_diazotrophicus_DNA,_sequence08,_whole_genome_shotgun_sequence_RF00174"
Nitrospiraceae,Nitrospiraceae bacterium,RF00174,"JALLOE010000008.1/15507-15153_JALLOE010000008.1_Nitrospiraceae_bacterium_AH_259_D15_M11_P09_NODE_8_length_74393_cov_305.586,_whole_genome_shotgun_sequence_RF00174"
Nitrospinaceae,Nitrospina sp. SCGC_AAA799_A02,RF00174,"JZKI01000008.1/36160-35974_Nitrospina_sp._SCGC_AAA799_A02_AAA799A02_8,_whole_genome_shotgun_sequence._RF00174"
Rubricoccaceae,Rubrivirga marina,RF00174,"MQWD01000001.1/917079-916843_MQWD01000001.1_Rubrivirga_marina_strain_SAORIC-28_scaffold1_cov77_read148,_whole_genome_shotgun_sequence_RF00174"
Parachlamydiaceae,Parachlamydiaceae bacterium,RF00174,CP058704.1/1123999-1123787_CP058704.1_MAG:_Parachlamydiaceae_bacterium_isolate_SSA5_chromosome_RF00174
Myxococcaceae,Myxococcaceae bacterium,RF00174,"CAJPFO010000037.1/683-494_CAJPFO010000037.1_Myxococcaceae_bacterium_genome_assembly,_contig:_CONTIG_37,_whole_genome_shotgun_sequence_RF00174"
Mcinerneyibacteriaceae,Candidatus Mcinerneyibacterium aminivorans,RF00174,"VSIX01000043.1/1532-1719_VSIX01000043.1_MAG:_Candidatus_Mcinerneyibacterium_aminivorans_isolate_ARYD3_Ga0210604_1048,_whole_genome_shotgun_sequence_RF00174"
Saccharimonadaceae,Candidatus Chaera renei,RF00174,"SCKW01000028.1/6626-6760_SCKW01000028.1_MAG:_Candidatus_Chaera_renei_isolate_AMD01_contig-100_27,_whole_genome_shotgun_sequence_RF00174"
Hydrogenothermaceae,Sulfurihydrogenibium azorense Az-Fu1,RF00059,"CP001229.1/1176809-1176912_Sulfurihydrogenibium_azorense_Az-Fu1,_complete_genome._RF00059"
Midichloriaceae,Candidatus Aquarickettsia rohweri,RF00059,"RXFM01000059.1/5349-5247_RXFM01000059.1_Candidatus_Aquarickettsia_rohweri_strain_a_cerv_44_scaffold60,_whole_genome_shotgun_sequence_RF00059"
Rickettsiaceae,Rickettsia endosymbiont of Culicoides newsteadi,RF00059,"MWZE01000029.1/282-386_MWZE01000029.1_Rickettsia_endosymbiont_of_Culicoides_newsteadi_strain_RiCNE_RiCNE_29,_whole_genome_shotgun_sequence_RF00059"
Paracaedibacteraceae,Candidatus Paracaedibacteraceae bacterium 'Lake Konstanz',RF00059,"CP054719.1/290025-289928_CP054719.1_Candidatus_Paracaedibacteraceae_bacterium_'Lake_Konstanz'_chromosome,_complete_genome_RF00059"
Gaiellaceae,Gaiella sp. SCGC AG-212-M14,RF00059,"LSTI01000040.1/5856-5959_LSTI01000040.1_Gaiella_sp._SCGC_AG-212-M14_AG-212-M14.45,_whole_genome_shotgun_sequence_RF00059"
Coraliomargaritaceae,Coraliomargarita sinensis,RF00059,"QHJQ01000008.1/89402-89286_QHJQ01000008.1_Coraliomargarita_sinensis_strain_WN38_Scaffold8_1,_whole_genome_shotgun_sequence_RF00059"
Oceanipulchritudinaceae,Oceanipulchritudo coccoides,RF00059,"JAAGNX010000001.1/635190-635069_JAAGNX010000001.1_Oceanipulchritudo_coccoides_strain_CK1056_scaffold_1_length1461499,_whole_genome_shotgun_sequence_RF00059"
Rhabdochlamydiaceae,Candidatus Rhabdochlamydia sp. T3358,RF00059,"CAAJGQ010000019.1/29995-29894_CAAJGQ010000019.1_Candidatus_Rhabdochlamydia_sp._T3358_genome_assembly,_contig:_contig26,_whole_genome_shotgun_sequence_RF00059"
Deinococcaceae,Deinococcus ficus,RF03170,"CP021081.1/1994032-1993947_Deinococcus_ficus_strain_CC-FR2-10_chromosome,_complete_genome_RF03170"
Entomoplasmataceae,Mesoplasma florum L1,RF01510,AE017263.1/397045-397107_Mesoplasma_florum_L1_complete_genome_RF01510
Spiroplasmataceae,Spiroplasma taiwanense CT-1,RF01510,"CP005074.1/683558-683495_Spiroplasma_taiwanense_CT-1,_complete_genome_RF01510"
Ruminococcaceae,Faecalibacterium prausnitzii A2-165,RF02680,"GG697151.2/327995-327895_Faecalibacterium_prausnitzii_A2-165_genomic_scaffold_Scfld2,_whole_genome_shotgun_sequence_RF02680"
Oscillospiraceae,Faecalibacterium sp. An121,RF02680,"NFLM01000002.1/182910-183005_Faecalibacterium_sp._An121_An121_contig_2,_whole_genome_shotgun_sequence_RF02680"
Paenibacillaceae,Paenibacillus sp. HGF7,RF03165,"AFDH01000146.1/2559-2627_Paenibacillus_sp._HGF7_contig00006,_whole_genome_shotgun_sequence_RF03165"
Desulfuromonadaceae,Desulfuromonas acetoxidans DSM 684,RF03168,"AAEW02000001.1/146763-146685_Desulfuromonas_acetoxidans_DSM_684_ctg66,_whole_genome_shotgun_sequence_RF03168"
Geobacteraceae,Geobacter argillaceus,RF03168,"VLLN01000014.1/53016-53098_Geobacter_argillaceus_strain_ATCC_BAA-1139_Ga0052872_scaffold00014.14,_whole_genome_shotgun_sequence_RF03168"
Pelobacteraceae,Pelobacter carbinolicus DSM 2380,RF03168,"CP000142.2/1141854-1141930_Pelobacter_carbinolicus_DSM_2380,_complete_genome_RF03168"
Desulfobulbaceae,Candidatus Electrothrix aarhusensis,RF03168,"MTKO01000081.1/30283-30361_Candidatus_Electrothrix_aarhusensis_isolate_MCF_Contig3,_whole_genome_shotgun_sequence_RF03168"
Bifidobacteriaceae,Bifidobacterium felsineum,RF02885,"PEBJ01000001.1/757666-757604_Bifidobacterium_felsineum_strain_TRE_H_NODE_1_length_892081_cov_146.057141,_whole_genome_shotgun_sequence_RF02885"
Synechococcaceae,Synechococcus sp. MIT S9508,RF01704,"LVHU01000001.1/334220-334159_Synechococcus_sp._MIT_S9508_MITS9508_contig000001,_whole_genome_shotgun_sequence_RF01704"
Clostridiaceae,Clostridium hiranonis DSM 13275,RF03166,"DS995355.1/223889-224066_Clostridium_hiranonis_DSM_13275_Scfld1_genomic_scaffold,_whole_genome_shotgun_sequence_RF03166"
Desulfitobacteriaceae,Desulfosporosinus sp. Sb-LF,RF03166,"SPQR01000006.1/229019-229212_Desulfosporosinus_sp._Sb-LF_NODE_6_length_337508_cov_90.089070,_whole_genome_shotgun_sequence_RF03166"
Lachnospiraceae,Dorea sp. AF36-15AT,RF03166,"QUDV01000007.1/3733-3563_Dorea_sp._AF36-15AT_AF36-15AT.Scaf7,_whole_genome_shotgun_sequence_RF03166"
Bacillaceae,Metabacillus sediminilitoris,RF03166,"SSNT01000011.1/8436-8604_Metabacillus_sediminilitoris_strain_DSL-17_Scaffold11,_whole_genome_shotgun_sequence_RF03166"
Peptococcaceae,Desulfitobacterium dichloroeliminans LMG P-21439,RF03166,"CP003344.1/2833170-2832984_Desulfitobacterium_dichloroeliminans_LMG_P-21439,_complete_genome_RF03166"
Peptostreptococcaceae,Terrisporobacter othiniensis,RF03166,"JWHR01000022.1/23611-23786_Terrisporobacter_othiniensis_strain_08-306576_Contig022,_whole_genome_shotgun_sequence_RF03166"
Streptococcaceae,Lactococcus lactis subsp. lactis Il1403,RF01054,"AE005176.1/802553-802658_Lactococcus_lactis_subsp._lactis_Il1403,_complete_genome_RF01054"
Anaerolineaceae,Leptolinea tardivitalis,RF03169,"LGCK01000006.1/347488-347589_Leptolinea_tardivitalis_strain_YMTK-2_contig_4,_whole_genome_shotgun_sequence_RF03169"
Thermaceae,Marinithermus hydrothermalis DSM 14884,RF03169,"CP002630.1/142912-142999_Marinithermus_hydrothermalis_DSM_14884,_complete_genome_RF03169"
Geodermatophilaceae,Geodermatophilus sp. TF02-6,RF03169,"QOHF01000028.1/3703-3786_Geodermatophilus_sp._TF02-6_NODE_29_length_53595_cov_668.480549,_whole_genome_shotgun_sequence_RF03169"
