family,species,tree,seq_id
Enterobacteriaceae,Dickeya dadantii 3937,RF00059,"CP002038.1/4145461-4145571_Dickeya_dadantii_3937,_complete_genome._RF00059"
Enterobacteriaceae,Pantoea ananatis LMG 20103,RF00059,"CP001875.2/4635686-4635567_Pantoea_ananatis_LMG_20103,_complete_genome._RF00059"
Enterobacteriaceae,Serratia ficaria,RF00059,"LT906479.1/3353836-3353938_LT906479.1_Serratia_ficaria_strain_NCTC12148_genome_assembly,_chromosome:_1_RF00059"
Enterobacteriaceae,Pantoea agglomerans,RF00059,"UGSO01000002.1/496969-496866_UGSO01000002.1_Pantoea_agglomerans_strain_NCTC9381_genome_assembly,_contig:_ERS513136SCcontig000002,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Brenneria goodwinii,RF00059,"CGIG01000001.1/1339433-1339577_Brenneria_goodwinii_strain_OBR1_genome_assembly,_contig:_Contig_RF00059"
Enterobacteriaceae,Cedecea neteri,RF00059,"CP009451.1/1897750-1897851_CP009451.1_Cedecea_neteri_strain_SSMD04,_complete_genome_RF00059"
Enterobacteriaceae,Klebsiella pneumoniae subsp. pneumoniae,RF00059,"CP003200.1/245687-245563_CP003200.1_Klebsiella_pneumoniae_subsp._pneumoniae_HS11286,_complete_genome_RF00059"
Enterobacteriaceae,Kluyvera genomosp. 3,RF00059,"CP022114.1/1731780-1731876_CP022114.1_Kluyvera_genomosp._3_strain_YDC799_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Serratia fonticola,RF00059,"CP011254.1/153564-153473_Serratia_fonticola_strain_DSM_4576,_complete_genome._RF00059"
Enterobacteriaceae,Enterobacteriaceae bacterium strain FGI 57,RF00050,"CP003938.1/653316-653465_CP003938.1_Enterobacteriaceae_bacterium_strain_FGI_57,_complete_genome_RF00050"
Enterobacteriaceae,Kluyvera cryocrescens,RF00059,"CAADJD010000023.1/164869-164773_CAADJD010000023.1_Kluyvera_cryocrescens_strain_NCTC12993_genome_assembly,_contig:_ERS473437SCcontig000023,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Brenneria goodwinii,RF00059,"CGIG01000001.1/3189409-3189504_Brenneria_goodwinii_strain_OBR1_genome_assembly,_contig:_Contig_RF00059"
Enterobacteriaceae,Cedecea neteri,RF00059,"CP009451.1/4438474-4438373_CP009451.1_Cedecea_neteri_strain_SSMD04,_complete_genome_RF00059"
Enterobacteriaceae,Kluyvera genomosp. 3,RF00059,"CP022114.1/4685145-4685254_CP022114.1_Kluyvera_genomosp._3_strain_YDC799_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Klebsiella michiganensis,RF00059,"KK036986.1/570491-570378_KK036986.1_Klebsiella_michiganensis_strain_MGH_27_adjbQ-supercont1.1,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Serratia fonticola,RF00059,"CP011254.1/2244220-2244098_Serratia_fonticola_strain_DSM_4576,_complete_genome._RF00059"
Enterobacteriaceae,Mangrovibacter sp. MFB070,RF00059,"JJMI01000004.1/8781-8890_Mangrovibacter_sp._MFB070_Contig-004,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Klebsiella indica,RF00059,"VCHQ01000030.1/22067-21958_VCHQ01000030.1_Klebsiella_indica_strain_TOUT106_salmonela_mira_c30,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Mangrovibacter sp. MFB070,RF00059,"JJMI01000050.1/102924-103020_Mangrovibacter_sp._MFB070_Contig-050,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Enterobacteriaceae bacterium strain FGI 57,RF00059,"CP003938.1/3960602-3960694_CP003938.1_Enterobacteriaceae_bacterium_strain_FGI_57,_complete_genome_RF00059"
Enterobacteriaceae,Serratia fonticola,RF00059,"CP011254.1/2684445-2684327_Serratia_fonticola_strain_DSM_4576,_complete_genome._RF00059"
Enterobacteriaceae,Klebsiella michiganensis,RF00059,"KK036986.1/3498281-3498382_KK036986.1_Klebsiella_michiganensis_strain_MGH_27_adjbQ-supercont1.1,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Brenneria goodwinii,RF00059,"CGIG01000001.1/2541187-2541069_Brenneria_goodwinii_strain_OBR1_genome_assembly,_contig:_Contig_RF00059"
Enterobacteriaceae,Klebsiella indica,RF00059,"VCHQ01000024.1/173468-173305_VCHQ01000024.1_Klebsiella_indica_strain_TOUT106_salmonela_mira_c24,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Mangrovibacter sp. MFB070,RF00059,"JJMI01000019.1/135986-136084_Mangrovibacter_sp._MFB070_Contig-019,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Enterobacteriaceae bacterium strain FGI 57,RF00059,"CP003938.1/2271094-2271196_CP003938.1_Enterobacteriaceae_bacterium_strain_FGI_57,_complete_genome_RF00059"
Enterobacteriaceae,Klebsiella indica,RF00059,"VCHQ01000026.1/257969-258070_VCHQ01000026.1_Klebsiella_indica_strain_TOUT106_salmonela_mira_c26,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Klebsiella michiganensis,RF00059,"KK036986.1/5410762-5410924_KK036986.1_Klebsiella_michiganensis_strain_MGH_27_adjbQ-supercont1.1,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Klebsiella indica,RF00059,"VCHQ01000007.1/104614-104518_VCHQ01000007.1_Klebsiella_indica_strain_TOUT106_salmonela_mira_c7,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Enterobacteriaceae bacterium strain FGI 57,RF00059,"CP003938.1/1597465-1597562_CP003938.1_Enterobacteriaceae_bacterium_strain_FGI_57,_complete_genome_RF00059"
Enterobacteriaceae,Klebsiella michiganensis,RF00059,"KK036986.1/2450853-2450949_KK036986.1_Klebsiella_michiganensis_strain_MGH_27_adjbQ-supercont1.1,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Enterobacteriaceae bacterium strain FGI 57,RF00059,"CP003938.1/4474415-4474524_CP003938.1_Enterobacteriaceae_bacterium_strain_FGI_57,_complete_genome_RF00059"
